unique_id,smape_baseline,smape_ensemble,gain,length_group,category
M47793,43.269556756941114,42.08159419691898,1.187962560022136,cold_start,Other
M47796,17.474929803090575,17.194720620945546,0.280209182145029,cold_start,Other
M47798,21.18874888375472,20.70134478736928,0.4874040963854398,cold_start,Other
M47799,33.62311843074513,31.920221806598686,1.7028966241464438,cold_start,Other
M47800,27.172793385980565,23.695075993483577,3.477717392496988,cold_start,Other
M47802,24.94679012986289,23.22921364827456,1.7175764815883312,cold_start,Other
M47806,20.97710040039495,19.428067053964632,1.549033346430317,cold_start,Other
M47807,14.917215178556631,13.840275963821147,1.076939214735484,cold_start,Other
M47811,19.55276117477197,19.38999953026773,0.1627616445042399,cold_start,Other
M47813,30.54649119888499,26.540925090505425,4.005566108379565,cold_start,Other
M47818,22.118191411348043,20.3829886831543,1.7352027281937445,short,Other
M47821,37.94133647223759,37.032733645572186,0.9086028266654012,cold_start,Other
M47822,25.83875417989499,22.151183690246107,3.687570489648884,cold_start,Other
M47825,20.37008531749024,19.22319189352997,1.1468934239602682,cold_start,Other
M47826,16.359076545300113,15.804724763989286,0.5543517813108263,cold_start,Other
M47827,38.312331408169825,36.92709852914572,1.3852328790241089,short,Other
M47830,27.314194279144942,23.802299387829024,3.5118948913159187,cold_start,Other
M47841,26.12248254078236,24.517915146189946,1.604567394592415,short,Other
M47845,53.59417205630712,52.04129735651725,1.552874699789875,cold_start,Other
M47849,20.8538367298647,22.392722302659703,-1.538885572795003,cold_start,Other
M47851,13.462890391731774,13.205328791472429,0.25756160025934527,cold_start,Other
M47855,52.58079177854429,51.49584438803916,1.0849473905051283,cold_start,Other
M47865,2.1381167948860886,2.1293951762956747,0.008721618590413982,medium,Other
M47871,4.993263874101692,4.58770003606797,0.4055638380337223,medium,Other
M47881,4.678552143068723,3.9023842508619686,0.7761678922067543,medium,Other
M47882,2.3079937412444056,2.0922116491278273,0.21578209211657828,long_history,Other
M47883,1.085024139418752,1.09700206768453,-0.011977928265777926,long_history,Other
M47885,1.938206880151715,1.5494118974635722,0.3887949826881427,medium,Other
M47887,1.2600033384457747,1.2852943679334463,-0.02529102948767159,medium,Other
M47890,1.2479177298527722,1.3966601599325719,-0.1487424300797997,medium,Other
M47899,15.566474485771684,13.975940517117005,1.5905339686546789,long_history,Other
M47901,55.23186306231773,49.91623621021656,5.315626852101168,long_history,Other
M47902,47.175361132517565,42.726020861807115,4.449340270710451,long_history,Other
M47903,29.67627982304377,25.93503755327634,3.7412422697674295,long_history,Other
M47904,1.044552883594121,0.9512185557226549,0.093334327871466,cold_start,Other
M47914,10.924179999646809,9.707307083847267,1.2168729157995415,long_history,Other
M47919,1.4011947095976822,1.2846150763937665,0.11657963320391573,medium,Other
M47923,3.884666596016089,3.7942898021168388,0.09037679389925035,short,Other
M47928,0.44941854654189006,0.5098852062571806,-0.06046665971529053,short,Other
M47929,1.5862031707864988,1.417276192054467,0.16892697873203177,medium,Other
M47940,4.23959283859089,3.724268924967851,0.515323913623039,medium,Other
M47942,2.5678299798576836,2.5258407736871638,0.04198920617051982,medium,Other
M47948,7.744316079783435,6.863926658889631,0.8803894208938043,medium,Other
M47950,10.099433789375972,9.39740704379097,0.7020267455850018,medium,Other
M47953,0.4544605072351948,0.44983050564968,0.004630001585514798,long_history,Other
M47954,0.7770214148468602,0.8015959047537833,-0.024574489906923125,long_history,Other
M47955,16.091394964250455,15.57745823775625,0.5139367264942045,long_history,Other
M47956,52.71731224950895,47.69575745803592,5.021554791473029,long_history,Other
M47958,45.342375052185446,41.24115513391817,4.101219918267276,long_history,Other
M47959,29.458499871763266,26.748022984375446,2.71047688738782,long_history,Other
M47970,2.008798995847065,1.8080382206532404,0.20076077519382451,medium,Other
M47974,2.317982280164918,2.142246111755049,0.17573616840986928,medium,Other
M47981,36.94432673584206,33.31064831922818,3.6336784166138827,short,Other
M47984,30.90139025867454,27.67179953580852,3.2295907228660177,short,Other
M47990,10.930410291064293,13.905218878983893,-2.9748085879196005,short,Other
M47992,29.192984532949072,27.150358610808734,2.0426259221403384,short,Other
M48000,1.5990016426559794,1.5395250455732277,0.05947659708275177,short,Other
M4862,27.241039832843178,30.294425810171322,-3.053385977328144,medium,Macro
M4866,64.29903522954751,61.0928829082377,3.2061523213098155,short,Macro
M4880,25.75836610401368,26.14051989596844,-0.3821537919547566,medium,Macro
M543,1.0970641598046413,1.2509513123701541,-0.15388715256551277,medium,Macro
M5787,10.246856317972181,10.167399432495927,0.07945688547625451,medium,Macro
M6038,6.896905555339729,6.860495900366264,0.03640965497346471,medium,Macro
M6084,4.60667299549447,4.4444139450969855,0.16225905039748412,medium,Macro
M6480,0.8639401265593175,1.5701209663429212,-0.7061808397836037,medium,Macro
M6629,6.955297736289926,6.551163923296172,0.40413381299375395,medium,Macro
M6735,1.0223735934885212,1.2846810409180596,-0.2623074474295384,medium,Macro
M7046,2.009763348755324,2.0517966588657996,-0.04203331011047551,short,Macro
M7051,3.987861822793337,5.564767798816105,-1.5769059760227675,short,Macro
M7233,10.901661199592972,11.890474757902123,-0.9888135583091504,cold_start,Macro
M7236,8.167573600378496,8.536777885736495,-0.36920428535799843,cold_start,Macro
M7436,8.644726080453509,13.016525326107937,-4.371799245654428,cold_start,Macro
M7620,3.564717614678467,4.086004780588785,-0.5212871659103175,short,Macro
M7645,9.411607938599515,7.9624355938518026,1.449172344747712,short,Macro
M767,1.6048792899730588,1.3825287458513333,0.2223505441217255,long_history,Macro
M7685,2.139036419244732,3.4350014806950337,-1.2959650614503015,short,Macro
M7688,1.7524051541788612,2.5703234460690076,-0.8179182918901464,short,Macro
M7691,5.205089280146921,6.143897722761259,-0.9388084426143379,short,Macro
M7696,4.738248086841191,5.8427003094989765,-1.1044522226577858,short,Macro
M7703,1.9554913021639198,2.373942100205845,-0.4184507980419252,short,Macro
M7741,2.8791207139693893,5.481292976900706,-2.6021722629313166,short,Macro
M7908,11.84748752880696,10.926196229889335,0.921291298917625,cold_start,Macro
M8259,13.11694493772832,12.928841712132172,0.1881032255961479,cold_start,Macro
M8360,10.073083815937336,10.080042620537402,-0.0069588046000657044,cold_start,Macro
M8432,5.504081388943904,5.465223151320833,0.038858237623070835,short,Macro
M8991,8.696657905458585,8.205464179867377,0.49119372559120755,cold_start,Macro
M9204,6.893897232195828,7.937120293660574,-1.0432230614647464,cold_start,Macro
M9208,6.239523999736941,6.308136884369843,-0.06861288463290194,cold_start,Macro
M9399,5.526607919457919,7.139610758745429,-1.6130028392875104,cold_start,Macro
M9520,4.091093264203219,4.004965820182444,0.0861274440207751,cold_start,Macro
M9525,3.3258823374275583,3.0253781804959763,0.30050415693158206,cold_start,Macro
M9648,6.455149450848313,7.404315172344678,-0.9491657214963647,cold_start,Macro
M9930,7.730123653427924,13.273772610302892,-5.543648956874968,cold_start,Macro
M9987,9.573249763943156,8.34228998158162,1.230959782361536,cold_start,Macro
M9998,10.756217805551461,15.438902368829732,-4.68268456327827,cold_start,Macro
